iteration,avg_loss
10,2.9489833658391778
20,2.929049253463745
30,2.944312810897827
40,2.88155882358551
50,2.8888101816177367
60,2.9007788419723513
70,2.874712824821472
80,2.8570654153823853
90,2.849840688705444
100,2.849207329750061
110,2.81868097782135
120,2.8343786716461183
130,2.8139309644699098
140,2.762838363647461
150,2.7885969161987303
160,2.764089846611023
170,2.7601054430007936
180,2.7452030420303344
190,2.723538374900818
200,2.690131592750549
210,2.7380221366882322
220,2.722848320007324
230,2.700192856788635
240,2.6822941064834596
250,2.6734484910964964
260,2.6420868158340456
270,2.649398112297058
280,2.620745587348938
290,2.6090256690979006
300,2.5832115650177
310,2.5305562019348145
320,2.57479932308197
330,2.5324167728424074
340,2.594027352333069
350,2.5312467575073243
360,2.5285605430603026
370,2.506379556655884
380,2.4553991079330446
390,2.4626301288604737
400,2.4643424272537233
410,2.416639494895935
420,2.4245145320892334
430,2.38149151802063
440,2.3663610458374023
450,2.3490013599395754
460,2.347263741493225
470,2.3171378135681153
480,2.3041792631149294
490,2.296172857284546
500,2.2948811054229736
510,2.2883161067962647
520,2.2589619636535643
530,2.260194730758667
540,2.2218066453933716
550,2.2385124921798707
560,2.193061375617981
570,2.2048178195953367
580,2.2068333864212035
590,2.1917200565338133
600,2.173554611206055
610,2.1369909286499023
620,2.1537847995758055
630,2.1050695419311523
640,2.1184214472770693
650,2.1149071216583253
660,2.1188178777694704
670,2.077721691131592
680,2.058165955543518
690,2.1206990361213682
700,2.0485604286193846
710,2.0565968990325927
720,2.0329002261161806
730,2.031531047821045
740,2.087627625465393
750,2.007361888885498
760,1.9994529604911804
770,1.9650012969970703
780,2.018300497531891
790,1.988315510749817
800,1.9867700457572937
810,1.9867793083190919
820,1.9660739302635193
830,1.9850651383399964
840,1.9524394512176513
850,1.9298062086105348
860,1.931851863861084
870,1.9147417783737182
880,1.9270749807357788
890,1.908765983581543
900,1.8999438166618348
910,1.8998505830764771
920,1.8838907480239868
930,1.8946880936622619
940,1.820727789402008
950,1.8801546216011047
960,1.873465895652771
970,1.889534842967987
980,1.8451183915138245
990,1.8370359539985657
1000,1.8556759119033814
1010,1.8726111888885497
1020,1.8306724309921265
1030,1.7746440529823304
1040,1.9071793675422668
1050,1.7835325598716736
1060,1.8119082689285277
1070,1.7864050269126892
1080,1.838108515739441
1090,1.816402757167816
1100,1.8288221836090088
1110,1.812394392490387
