iteration,avg_loss
10,2.292398539456454
20,2.251404333114624
30,2.174598288536072
40,2.1004623889923097
50,1.9727393627166747
60,1.8574289321899413
70,1.8164368271827698
80,1.767038094997406
90,1.7820809125900268
100,1.7486276388168336
110,1.728825855255127
120,1.7279017090797424
130,1.7370710730552674
140,1.6747554540634155
150,1.6730000734329225
160,1.6652548432350158
170,1.66928688287735
180,1.6422047853469848
190,1.6321999073028564
200,1.612557852268219
210,1.6196592688560485
220,1.6024747371673584
230,1.6025968313217163
240,1.612812328338623
250,1.6285340189933777
260,1.5984862089157104
270,1.6184988975524903
280,1.59833562374115
290,1.5904162168502807
300,1.6278411865234375
310,1.6004536390304565
320,1.595314872264862
330,1.612873661518097
340,1.6122045159339904
350,1.607066822052002
360,1.5948697686195374
370,1.6045897006988525
380,1.5878243565559387
390,1.5605255961418152
400,1.5798885226249695
410,1.5789523124694824
420,1.5839258909225464
430,1.5960592389106751
440,1.5786127686500548
450,1.5899165630340577
460,1.5592012524604797
470,1.5673901200294496
480,1.5179640531539917
490,1.575290596485138
500,1.5885666489601136
510,1.5695814967155457
520,1.5691750168800354
530,1.5977472186088562
540,1.5878583192825317
550,1.545009481906891
560,1.5557193756103516
570,1.6003389358520508
580,1.6019435167312621
590,1.546315896511078
600,1.560757827758789
610,1.5725535154342651
620,1.5435084223747253
630,1.5671271562576294
640,1.5435859560966492
650,1.5696599006652832
660,1.5675397634506225
670,1.5556751608848571
680,1.5726908326148987
690,1.5563260555267333
700,1.5339372515678407
710,1.5351128816604613
720,1.5771785855293274
730,1.5521241784095765
740,1.5585883736610413
750,1.554981255531311
760,1.5946509957313537
770,1.5669435143470765
780,1.5324551105499267
790,1.5677340865135192
800,1.532708740234375
810,1.5734380960464478
820,1.554428482055664
830,1.530175507068634
840,1.5312447786331176
850,1.5576011896133424
860,1.5365467429161073
870,1.5450331687927246
880,1.551573359966278
890,1.551170861721039
900,1.563621461391449
910,1.5571052432060242
920,1.5500045418739319
930,1.545054280757904
940,1.5602120757102966
950,1.558549976348877
960,1.5836019396781922
970,1.533166801929474
980,1.5336738348007202
990,1.5248866200447082
1000,1.564785647392273
1010,1.5524053573608398
1020,1.569912564754486
1030,1.5463285803794862
1040,1.5354974627494813
1050,1.563684058189392
1060,1.533115291595459
1070,1.5451844930648804
1080,1.5369383811950683
1090,1.556706953048706
1100,1.5340478658676147
1110,1.5301216125488282
1120,1.5339259028434753
1130,1.5470082998275756
1140,1.539364230632782
1150,1.5517433643341065
1160,1.562925601005554
1170,1.5226085782051086
1180,1.5271385073661805
1190,1.558648931980133
1200,1.5126581192016602
1210,1.5424215197563171
1220,1.5341858267784119
1230,1.5565475583076478
1240,1.5201844930648805
1250,1.5575503945350646
1260,1.5149012446403503
1270,1.5372601270675659
