iteration,avg_loss
2111,3.1711592435836793
2121,2.8894445419311525
2131,2.856258749961853
2141,3.0574395656585693
2151,2.7293895959854124
2161,2.9022320985794066
2171,2.8460169792175294
2181,2.519361662864685
2191,3.084070086479187
2201,3.0079267501831053
2211,2.6794565200805662
2221,2.5988855838775633
2231,3.40526282787323
2241,3.117291879653931
2251,2.9736465930938722
2261,3.5059707403182983
2271,3.212849998474121
2281,3.2358108520507813
2291,3.4557475090026855
2301,3.1142258405685426
2318,3.1271097009832207
2328,2.918282222747803
2338,2.6891652584075927
2348,3.228186583518982
2358,3.0477281332015993
2368,2.7917670726776125
2378,3.1378431797027586
2388,3.1324331998825072
2398,2.9056911706924438
2408,2.917079448699951
2418,2.797018599510193
2428,2.5428534269332888
2438,3.1461525917053224
2448,2.9595893144607546
2458,2.662867045402527
2468,2.88010721206665
2478,2.85290584564209
2488,2.631591629981995
2498,3.126832938194275
2508,2.980059576034546
2518,2.715568208694458
2528,2.942652106285095
2538,2.802831435203552
2548,2.562607932090759
2558,2.752938175201416
2568,2.911590027809143
2578,2.653007745742798
2588,2.4930301666259767
2598,3.2619802474975588
2608,3.0404788970947267
2618,2.9758193254470826
2628,3.1279740810394285
2638,2.8170910120010375
2648,2.4837561368942263
2658,3.016810727119446
2668,3.0308711767196654
2678,2.72079713344574
2688,3.403388333320618
2698,3.121610188484192
2708,3.103653907775879
2718,3.310251975059509
2728,2.946876883506775
2738,3.068944001197815
2748,2.981017017364502
2758,2.6423863887786867
2768,3.195328426361084
2778,3.1276489734649657
2788,2.8181671142578124
2798,2.6973840475082396
2808,3.246326041221619
2818,2.7629035234451296
2828,2.36753306388855
2838,2.585711669921875
2848,2.077106440067291
2858,1.994907021522522
2868,2.2261977434158324
2878,1.5871689558029174
2895,3.1793000264601274
2905,2.597651982307434
2915,1.9557436227798461
2925,3.3036112785339355
2935,2.798881459236145
2945,2.1520542025566103
2955,3.0282779693603517
2965,2.9663746118545533
2975,2.3615850687026976
2985,2.9270265340805053
2995,2.8051907300949095
3005,2.1894399404525755
3015,3.580443835258484
3025,3.0842033863067626
3035,2.4173073053359984
3045,2.9230185747146606
3055,2.790560078620911
3065,2.2787904024124144
3075,3.4231990337371827
3085,3.065427780151367
3095,2.488334822654724
3105,3.0484870433807374
3115,2.7019721031188966
3125,2.169754660129547
3135,2.6668293952941893
3145,3.0455559492111206
3155,2.4916269540786744
3165,2.1578710675239563
3175,3.4671660661697388
3185,3.0032573461532595
3195,3.0895646810531616
3205,3.444205665588379
3215,2.819744658470154
3225,2.214638864994049
3235,3.2160054564476015
3245,3.20975923538208
3255,2.6830677509307863
3265,3.8806246757507323
3275,3.213076591491699
3285,2.339926767349243
3295,1.8622573137283325
3305,1.361077880859375
3315,1.8877009749412537
3325,1.8514311075210572
3335,1.2169442117214202
3345,2.537719362974167
3355,2.3650585174560548
3365,1.6448560953140259
3375,1.5865596413612366
3385,3.3484129905700684
3395,2.7072445869445803
3405,2.4288756489753722
3415,3.6177966594696045
3425,3.021742844581604
3435,3.2413312196731567
3445,3.92750940322876
3455,3.3115721702575684
3472,3.0533603754910557
3482,2.6387398481369018
3492,2.218407893180847
3502,2.960725259780884
3512,2.656545090675354
3522,2.2404817819595335
3532,2.8330662727355955
3542,2.805994415283203
3552,2.400426912307739
3562,2.664161229133606
3572,2.4959744930267336
3582,1.9961452603340148
3592,3.3116828203201294
3602,3.0134913444519045
3612,2.5176764249801638
3622,3.0513918876647947
3632,2.940710735321045
3642,2.4668744087219237
3652,3.2455706357955934
3662,2.8833815097808837
3672,2.3439502000808714
3682,2.7671613454818726
3692,2.470600390434265
3702,2.0146462440490724
3712,2.606482672691345
3722,3.065569281578064
3732,2.563121199607849
3742,2.2734536290168763
3752,3.645599389076233
3762,3.160470128059387
3772,2.930307221412659
3782,3.05164258480072
3792,2.5182403326034546
3802,2.0009526371955872
3812,2.8206008076667786
3822,2.8443015098571776
3832,2.3951029539108277
3842,3.533539652824402
3852,3.138516640663147
3862,3.431483268737793
3872,4.200760102272033
3882,2.837111234664917
3892,2.3627055883407593
3902,2.206998085975647
3912,1.89159152507782
3922,2.2231228232383726
3932,2.143965649604797
3942,1.84495290517807
3952,1.7786224246025086
3962,2.590183472633362
3972,2.2717530965805053
3982,2.034761929512024
3992,2.543311095237732
4002,2.155126416683197
4012,2.368134593963623
4022,2.9088115215301515
4032,2.3057299137115477
4049,2.44943490895358
4059,2.027322161197662
4069,1.5725701689720153
4079,2.9702223777770995
4089,2.5687571287155153
4099,2.0110835433006287
4109,2.7008766531944275
4119,2.6386908531188964
4129,2.109354484081268
4139,2.6271075129508974
4149,2.465984606742859
4159,1.8346643090248107
4169,3.156039023399353
4179,2.805500626564026
4189,2.2256573677062987
4199,2.9778053998947143
4209,2.8773340702056887
4219,2.2728850841522217
4229,3.412126636505127
4239,3.029589295387268
4249,2.4167335271835326
4259,3.1093048572540285
4269,2.727193832397461
4279,2.1447855949401857
4289,2.6271729469299316
4299,3.0274077653884888
4309,2.4693707466125487
4319,2.1353184580802917
4329,3.5078831911087036
4339,2.975996565818787
4349,2.7800706386566163
4359,3.0373225450515746
4369,2.436185050010681
4379,1.859292697906494
4389,2.5805757880210876
4399,2.5033268451690676
4409,1.956746506690979
4419,3.197734022140503
4429,2.733840012550354
4439,3.1933095693588256
4449,4.330412673950195
4459,3.725984883308411
4469,4.058874011039734
4479,3.902496647834778
4489,3.301354503631592
4499,3.843397545814514
4509,3.5461114406585694
4519,2.9687355756759644
4529,2.6165431261062624
4539,2.9705643177032472
4549,2.4024738550186155
4559,1.8223776936531066
4569,2.489675736427307
4579,2.147553491592407
4589,2.4274394631385805
4599,3.065810227394104
4609,2.725189542770386
4626,3.5555647936734287
4636,3.2278729677200317
4646,2.863004183769226
4656,2.9133127689361573
4666,2.5839096546173095
4676,2.1725687980651855
4686,3.1086045622825624
4696,3.266919755935669
4706,2.9818748950958254
4716,3.491571545600891
4726,3.434323477745056
4736,2.958987307548523
4746,3.5310449838638305
4756,3.224674129486084
4766,2.798318791389465
4776,3.289135479927063
4786,3.181012988090515
4796,2.7249292850494387
4806,3.2166877031326293
4816,2.935887360572815
4826,2.5308114767074583
4836,3.3463937282562255
4846,3.124931573867798
4856,2.7260243892669678
4866,2.978316640853882
4876,3.180840849876404
4886,2.8069756746292116
4896,2.5440139293670656
4906,3.1464802026748657
4916,2.8073879718780517
4926,2.845007801055908
4936,3.342140316963196
4946,2.9301870346069334
4956,2.496705174446106
4966,3.0370371341705322
4976,2.8096307277679444
4986,1.7675135135650635
4996,1.730369007587433
5006,1.2908872604370116
5016,1.9035003721714019
5026,3.194171690940857
5036,2.3913286447525026
5046,2.7302393555641173
5056,2.518820953369141
5066,1.7967830061912538
5076,2.5927873969078066
5086,2.411899995803833
5096,1.8433800220489502
5106,1.7115091919898986
5116,2.875609111785889
5126,2.3433073282241823
5136,2.138030219078064
5146,3.296170544624329
5156,2.7200217247009277
5166,2.9002040147781374
5176,3.582565093040466
5186,2.966575288772583
5203,3.3449337048964067
5213,2.848461222648621
5223,2.309197735786438
5233,3.195743203163147
5243,2.8319650173187254
5253,2.3232666015625
5263,3.151855158805847
5273,3.150024104118347
5283,2.6642321348190308
5293,3.1080127477645876
5303,3.0164063215255736
5313,2.4769912719726563
5323,3.283013415336609
5333,2.9723275661468507
5343,2.5122312545776366
5353,3.0959354639053345
5363,2.974283051490784
5373,2.4493051052093504
5383,3.345015859603882
5393,3.0537220239639282
5403,2.591074752807617
5413,3.4514181137084963
5423,3.1994864463806154
5433,2.7581007957458494
5443,3.031938362121582
5453,3.2341777324676513
5463,2.814629554748535
5473,2.526312780380249
5483,3.1426570415496826
5493,2.7444057703018188
5503,2.666730356216431
5513,2.9785492420196533
5523,2.5208751916885377
5533,2.0597285628318787
5543,2.670642280578613
5553,2.689050889015198
5563,2.317030644416809
5573,3.165672945976257
5583,2.830460238456726
5593,2.913157653808594
5603,3.377641725540161
5613,2.9926921367645263
5623,3.457511377334595
5633,3.486429500579834
5643,3.1062838792800904
5653,3.404721236228943
5663,3.216865396499634
5673,2.842934989929199
5683,2.7077800989151
5693,3.360597324371338
5703,3.0704058170318604
5713,2.9452280521392824
5723,3.5144301891326903
5733,3.2391409397125246
5743,3.2528764724731447
5753,3.4715374231338503
5763,3.1829387187957763
