#Accuracy 0.9574574574574575
i,time,loss,ground_time,compile_time,eval_time
2690,1494.3039271831512,0.1872457718529404,0.013170965909957888,0.004524450302124025,0.006782424449920656
2700,1496.67924618721,0.07977137910384044,0.011248512268066408,0.004521192312240599,0.006927541494369506
2710,1499.0087492465973,0.1331144276457053,0.011292495727539062,0.004549582004547118,0.006965494155883793
2720,1501.3064332008362,0.12963978232128284,0.011272240877151484,0.004508395195007324,0.006792762279510499
2730,1503.5982875823975,0.04692507594354538,0.011226102113723756,0.0044777095317840585,0.0067930543422698945
2740,1505.9288194179535,0.09259475678491072,0.011214106082916259,0.004462605714797971,0.0067733716964721675
2750,1508.206648349762,0.10064777872080413,0.012284607887268066,0.004514839649200439,0.00669529676437378
2760,1510.485421180725,0.1252326046786038,0.01407144069671631,0.00448987722396851,0.006758811473846438
2770,1512.8131070137024,0.11947484993638682,0.020148621797561637,0.004530698060989379,0.006926376819610594
2780,1515.115894317627,0.13701667669720335,0.011258476972579954,0.004494607448577878,0.006796796321868898
2790,1517.426703453064,0.1538144811778693,0.011226189136505122,0.004555983543395994,0.006859444379806516
2800,1519.7272236347198,0.10038145045596139,0.011270565986633303,0.004513628482818601,0.006791335344314574
2810,1522.0165424346924,0.06449332827214675,0.011224831342697144,0.0044993507862091065,0.00673272490501404
2820,1524.3209495544434,0.06993774397005836,0.011274077892303464,0.0044937837123870845,0.006849629878997803
2830,1526.6248707771301,0.09036696489802125,0.011268547773361203,0.0045221304893493675,0.006819772720336917
2840,1528.915142774582,0.15508780230402408,0.017408707141876225,0.004504837989807126,0.006786867380142213
2850,1531.2595808506012,0.10383873401851815,0.01126745462417603,0.004554646015167236,0.006902854442596437
2860,1533.5560128688812,0.08465944655990824,0.015388035774230957,0.004492291212081909,0.006833279132843017
2870,1535.8454501628876,0.0954783989363932,0.01122213721275329,0.004481966495513916,0.006809296607971189
2880,1538.1905257701874,0.0996456687841146,0.011296291351318367,0.004541178941726687,0.0068711006641387976
2890,1663.0067083835602,0.13125558747078686,0.011253882646560666,0.004477255344390871,0.006848496198654177
2900,1665.3121898174286,0.06123684634694655,0.011263884305953981,0.004522460699081422,0.006878619194030762
2910,1667.604733467102,0.094131092215639,0.011240761280059809,0.004524030685424807,0.0068178725242614745
2920,1669.8886272907257,0.07978759043303399,0.011257554292678832,0.0045072662830352795,0.006775871515274051
2930,1672.3001761436462,0.11142703027417156,0.011239991188049319,0.004490513801574703,0.006842366456985475
2940,1674.6023185253143,0.06676439857692458,0.011242295503616334,0.004568754434585569,0.006859419345855715
2950,1676.9102201461792,0.04785511684576704,0.014612573385238647,0.004511439800262451,0.006920255422592161
